text,label,target_name,input_id
"
RB>   
RB>   No, that's praying on the young.  Preying on the young comes
RB>   later, when the bright eyed little altar boy finds out what the
RB>   priest really wears under that chasible.

The same thing Scotsmen where under there kilt.

I'll never forget the day when I was about tweleve and accidently
walked in on a roomfull of priests sitting around in their underware
drinking beer and watching football.  

Kind of changed my opinion a bit.  They didn't seem so menacing after
that.

",0,alt.atheism,doc_00397
"
Maybe I'm a little tired but I can't seem to follow the logic here. If 
whatever is held true on earth is held true in heaven how is it that a priest
(RC only apparently) is required. 

In fact if I read the next verse correctly (Matthew 18:19) I understand that
for a marriage to take place only two are required to agree on earth touching
one thing and it shall be done.

Todd

",1,soc.religion.christian,doc_01406
"
 > Can't someone describe someone's trinity in simple declarative
 > sentences that have common meaning?

I offer him four attempts.

First is an essay by me (largely indebted to Attempts Two and
Three), obtainable by sending the message GET TRINITY ANALOGY to
LISTSERV@ASUACAD.BITNET or to LISTSERV@ASUVM.INRE.ASU.EDU

Second is a couple of books by Dorothy L Sayers: a play called THE
ZEAL OF THY HOUSE, and a non-fiction book called THE MIND OF THE
MAKER.  The play can be found in the book FOUR SACRED PLAYS, and
also in various other collections, including one called RELIGIOUS
DRAMA (Meridian Books) and one called BEST PLAYS OF 1937.

Third is the book MERE CHRISTIANITY by C S Lewis, particularly the
last section, called ""Beyond Personality"".

Fourth is a book called THEOLOGY FOR BEGINNERS, by the Roman
Catholic writer Frank Sheed. I will say that I do not find Sheed's
approach altogether satisfying, but I know some persons whose minds
I respect who do.",1,soc.religion.christian,doc_00206
"

But you haven't taken into the account of propoganda.  Remember, if you
asked Germans before WWII if the Jews shoudl be slaughtered, they would
probably answer no, but, after the propoganda machine rolled through, at
least some were able to tolerate it.

You see, it only takes a small group of fanatics to whip up a general
frenzy.


Well, they haven't managed to outlaw abortion due to the possible objectivity
of the courts.  But, they have managed to create quite a few problems for
people that wanted to have an abortion.  They could create similar problems
for us.  And, it could be worse.  They can try to stop abortions by blocking
clinics, etc., but imagine what they'd have to do to stop atheism.


So, you are able to convince them individually, but could you convince a
whole room of them?  A whole nation?


Yes, I'd be glad if it were gone to.  I've never supported it.  However,
I think that it is a minor problem that can be easily ignored, contrasted
with what *could* happen (an what may be likely).


Well, I am not clear on the religious convictions of Francis Scott Key (the
motto can be attributed to him), but it is at least clear that he believed
in a god.  And, surely there are a few Christians that think as you say,
but I don't think that most do.  Do you think that all Christians actively
despise other religions?  Most that I have met haven't and don't do so.


Well, I have asked a Hindu, Moselem, and a few Jews, and all of them think
that it is applicable to them.  Of course, I can't say that these people
(just some that I know pretty well) are accurate representations of their
faiths.


Well, I'd really like to, and I've tried, but I really don't know where to
get access to _Congressional Records_ from the 1950's.  Can anyone help
out here?


Only in the sense that neither can probably convinced to change their beliefs.



So, are you saying that they redesign the plates each year?

Anyway, your whole argument (conveniently deleted I see) was that the motto
somehow costs us all a lot of money.  This is just not correct.


That is to say, the religion of this country, and the non-religion of
the USSR.  That was what most of those quotes were about, and some included
all atheists, in general, as well.  I don't think that any of the quotes
(although I seem to have lost them) mentioned anything at all about Jesus.
They advocated religion over non-religion.  A specific religion was not
mentioned.


So, you are saying that all Christians must believe that all other religions
should be outlawed, just because they think they are wrong?  That's silly.
I think the Flat-Earthers are wrong, but I don't advocate their banishment.


I think that any such cost would be insignificant.  I mentioned the slight
cost because you said that the motto was costing us a lot of money by
being on our currency.


Well, mottos in general don't really have purposes...  I don't think it
should be removed because I think the benefit would be outweighed by the
consequences.


Then you should be concerned with the opinion of the entire congress.


Why not?  It is the majority that put it there.


But do they remember the debate surrounding the motto?  Do they remember
that some people intended it to be a message against atheists?  Why don't
you include this in your little survey that you were conducting?

[...]

What?  Should I ask some scientists the probability that something Einstein
said about relativity is worthy?  I mean, if Einstein said it, there's a
good chance that it was right (at least at the time).


You need not agree with them all of the time, but you would certainly think
that their decisions would be good evidence in favor of some point.


No, I think that it would be clearly inappropriate for a Supreme Court
Justice to testify before Congress during the consideration of a
Constitutional Amendment.

And, in order for the Court to rule on something, a case usually must be
presented.


Yes, some mushrooms can be planted.  And, I don't appreciate mushrooms on
my pizza, either.


Who was forced to put the motto there?  What do you mean?",0,alt.atheism,doc_01632
"[much deleted] 
[much deleted] 

     It bugs me when I see this kind of nonsense.

     First, there is no reasonable evidence linking Masonry to ancient
Egypt, or even that it existed prior to the late 14th century (and
there's nothing definitive before the 17th).

     Second, worship of Osiris is not, nor has it ever been, a part of
Masonic practice (we are strictly non-denominational).


     You said it!
",1,soc.religion.christian,doc_00205
"Has anyone read this important book?  If so, what are your feelings about it?

Frank",1,soc.religion.christian,doc_00142
"I recently had to move and forgot to update my address to the Orthodox
mailing list. Can anyone e-mail me the address for changes and what
exactly I have to put in caps, etc? (please send the original
subscription address also). Thanks ahead of time! -Ed.",1,soc.religion.christian,doc_00663
" 
 
 
After insult, Gregg resorts to lies:
 
 ",0,alt.atheism,doc_00501
"

Some years ago an Anglican synod was discussing the marriage canons and 
there was some debate on what actually constituted a marriage.

The bishop of Natal, whose wife of many years had died, and who had recently 
remarried, announced ""It MUST be consummated"" and looked like that cat that 
got the cream.

So I suppose he at least would agree with you.",1,soc.religion.christian,doc_01605
"
Yup, I think you're right.  My mistake.  Now, how do I make
an ""R"" backwards using a computer keyboard?

I'll bet the gods know how (this is alt.atheism, after
all).  Tell you what, if all my ""R""s start coming out
backwards when I type from now on, I'll become a believer.

(And that's not asking for miracles.  If I asked for a miracle,
I'd ask for a real miracle, like for Pat Buchanan to become
an out-of-the-closet drag queen - well...maybe that wouldn't be
so miraculous, but I think he'd look fabulous in a feather
boa and a sequined hat like Mia Farrow wore in Gatsby.)",0,alt.atheism,doc_00943
"
Yes, I do agree with your definition.  My use of the term ""always"" is
rather deceptive, I admit.  
 

Hold it.  I said that all of scripture is true.  However, discerning
exactly what Jesus, Paul and company were trying to say is not always so
easy.  I don't believe that Paul was trying to say that all women should
behave that way.  Rather, he was trying to say that under the circumstances
at the time, the women he was speaking to would best avoid volubility and
cover their heads.  This has to do with maintaining a proper witness toward
others.  Remember that any number of relativistic statements can be derived
from absolutes.  For instance, it is absolutely right for Christians to
strive for peace.  However, this does not rule out trying to maintain world
peace by resorting to violence on occasion.  (Yes, my opinion.)
 

Sure.  The Bible preaches absolute truths.  However, exactly what those
truths are is sometimes a matter of confusion.  As I said, the Bible does
preach absolute truths.  Sometimes those fundamental principles are crystal
clear (at least to evangelicals).  Sometimes they are not so clear to
everyone (e.g. should baptism be by full immersion or not, etc).  That is
largely because sometimes, it is not explicitly spelled out whether the writers
are speaking to a particular culture or to Christianity as a whole.  This is 
where scholarship and the study of Biblical contexts comes in.  
 

God revealed his Truths to the world, through His Word.  It is utterly 
unavoidable, however, that some people whill come up with alternate 
interpretations.  Practically anything can be misinterpreted, especially
when it comes to matters of right and wrong.  Care to deny that?

",1,soc.religion.christian,doc_00277
"Benedikt Rosenau writes, with great authority:


""Contradictory"" is a property of language.  If I correct this to


      THINGS DEFINED BY CONTRADICTORY LANGUAGE DO NOT EXIST

I will object to definitions as reality.  If you then amend it to

      THINGS DESCRIBED BY CONTRADICTORY LANGUAGE DO NOT EXIST

then we've come to something which is plainly false.  Failures in
description are merely failures in description.

(I'm not an objectivist, remember.)

",0,alt.atheism,doc_01151
"Andrew - continuing the discussion on the Deuterocanonicals...


Arguably, it is both. Since authority is a matter of both
communicator and recepiant we can say that, for example ""Jesus
is Lord"" whether the world at large accepts the authority or
not. Thus the Bible can be considered for its authoritative
content whether or not it is accepted (This issue is at the
heart of Pilate's pragmatic question ""What is truth?"" to Jesus
when our Lord was brought before Him. Jesus' reply was to appeal
to the authority of his Father)
You also might like to consider the claimed authority
represented by the statements ""thus says the Lord"" in the Bible,
which claim to put across the exact words of God.

You fall into the danger of relativism with your rejection of
inherant authority and claim that it lies only in the ""community
of faith"" - does something become truth because it is accepted?
The main thrust of my argument is that there is a Godward
direction as well as a manward (which is where the reference to
Rev 22 came in.)


If we narrowed it down to the predictive elements - which will
cut out some of the 39 accepted OT books as well - we
nonetheless have criteria for determining the validity of the
book: Jesus' standards were that ""Scripture cannot be broken"".
Can you name a single prophecy that fits the bill in the Apocrapha?
(ie definitely fulfilled AFTER it has been written)


Does it have a subjective 'ring of truth' about it - and does
other evidence that has come to light contradict or confirm the
authenticity? (archaeological, other textual evidence for
example)


What this is getting at is the relationship between text and
reader. It is to do with the quality of writing, which should
have the ability to fire the mind, affect our thought life and
cause us to act in a certain way - there is something of this
in Jesus' quote: ""Man does not live by bread alone, but by every
word that proceeds from the mouth of the Lord"". (Matt 4.4)


Does the Catholic Church give the same authority to the
Apocrapha as to the accepted 66 books? Certainly it is not as
widely used as the OT and NT.


Think about what I have said above. You may want to revise your
conclusion. In addition think about other 'sacred writings', eg
the Koran, the book of Mormon and how and why you would
categorise them using the above principles. One word of caution
- you may find some 'reflected glory' in some of these books: in
that the 'inspired quality' may be derived from the Bible.
Remember that Lucifer is quite capable of appearing as an angel
of light and quoting Scripture.


What were you thinking of?


We've lost the point and the context here. I am not arguing that
the statement in Rev. can be applied indescriminately, just that
the whole acceptance/rejection idea does not just follow on from
man-made traditions - but there is I believe an act of God
involved in the selection and criteria of what is classified as
Scripture and comes under the definition of 2Tim 3.16.
",1,soc.religion.christian,doc_01634
"

It can be painless, so it isn't cruel.  And, it has occurred frequently
since the dawn of time, so it is hardly unusual.


But, innocents die due to many causes.  Why have you singled out
accidental or false execution as the one to take issue with?",0,alt.atheism,doc_00156
"Another one rescued from the bit bucket...

Over the years the furor over this book has been discussed on a.a. and
elsewhere on the net.  Generally, the discussion comes down to the
contention on the one hand that TSV contains such blood libel against
Islam as to merit, if not death, than at least banning and probably
some sort of punishment; and on the other that Rushdie, particularly
as a non-muslim in a Western country, had every right to write and
publish whatever he chose, regardless of whether some muslims find it
offensive, without fear of persecution or death.  

I am naturally inclined to the latter position, but find myself in an
interesting position, because I think this is a fine book, only
incidentally concerned with Islam, and moreover I'm damned if I can
find anything malevolently offensive in it.

Over the years, when I have made this point, various primarily muslim
posters have responded, saying that yes indeed they have read the book
and had called it such things as ""filth and lies"", ""I would rank
Rushdie's book with Hitler's Mein Kempf or worse"", and so on.
Unfortunately, these comments are usually generalities, and attempts
to follow up by requesting explanations for what specifically is so
offensive have met either with stony silence, more generalizations, or
inaccurate or out-of-context references to the book [which lead me to
believe that few of them have actually read it].  Corrections and
attempts to discuss the text in context have been ignored.

Anyway, since I seem to be the only one following this particular line
of discussion, I wonder how many of the rest of the readership have
read this book?  What are your thoughts on it?  
-- 
Jim Perry   perry@dsinc.com   Decision Support, Inc., Matthews NC
These are my opinions.  For a nominal fee, they can be yours.

",0,alt.atheism,doc_00013
"This response originally fell into a bit bucket.  I'm reposting it
just so Bill doesn't think I'm ignoring him.


Bill,

I'm sorry to have been busy lately and only just be getting around to
this.

Apparently you have some fundamental confusions about atheism; I think
many of these are well addressed in the famous FAQ.  Your generalisms
are then misplaced -- atheism needn't imply materialism, or the lack
of an absolute moral system.  However, I do tend to materialism and
don't believe in absolute morality, so I'll answer your questions.


An atheist judges value in the same way that a theist does: according
to a personal understanding of morality.  That I don't believe in an
absolute one doesn't mean that I don't have one.  I'm just explicit,
as in the line of postings you followed up, that when I express
judgment on a moral issue I am basing my judgment on my own code
rather than claiming that it is in some absolute sense good or bad.
My moral code is not particular different from that of others around
me, be they Christians, Muslims, or atheists.  So when I say that I
object to genocide, I'm not expressing anything particularly out of
line with what my society holds.

If your were to ask why I think morality exists and has the form it
does, my answer would be mechanistic to your taste -- that a moral
code is a prerequisite for a functioning society, and that humanity
probably evolved morality as we know it as part of the evolution of
our ability to exist in large societies, thereby achieving
considerable survival advantages.  You'd probably say that God just
made the rules.  Neither of us can convince the other, but we share a
common understanding about many moral issues.  You think you get it
from your religion, I think I get it (and you get it) from early
childhood teaching.


I think you've been reading the wrong sort of comic books, but in
prying through the gobbledygook I basically agree with what you're
saying.  I do believe that my mental reactions to stimuli such as ""God
commanded the genocide of the Canaanites"" is mechanistic, but of
course I think that's true of you as well.  My reaction has little to
do with whether God exists or even with whether I think he does, but
if a god existed who commanded genocide, I could not consider him
good, which is supposedly an attribute of God.


Hmm.  Yes, I think some heavy FAQ-reading would do you some good.  I
have as much place discussing values etc. as any other person.  In
fact, I can actually accomplish something in such a discussion, by
framing the questions in terms of reason: for instance, it is clear
that in an environment where neighboring tribes periodically attempt
to wipe each other out based on imagined divine commands, then the
quality of life will be generally poor, so a system that fosters
coexistence is superior, if quality of life is an agreed goal.  An
absolutist, on the other hand, can only thump those portions of a
Bible they happen to agree with, and say ""this is good"", even if the
act in question is unequivocally bad by the standards of everyone in
the discussion.  The attempt to define someone or a group of people as
""excluded from discussion"", such that they ""cannot participate"", and
their opinions given ""no weight whatsoever"" is the lowest form or
reasoning (ad hominem/poisoning the well), and presumably the resort
of someone who can't rationally defend their own ideas of right,
wrong, and the Bible.
-- 
Jim Perry   perry@dsinc.com   Decision Support, Inc., Matthews NC
These are my opinions.  For a nominal fee, they can be yours.
",0,alt.atheism,doc_01527
"Note:  the following article is submitted on behalf of someone (Frank 
daniels) who has difficulty posting to s.r.c, email replies to 
daniels@math.ufl.edu

	I am unable to post to the bitnet groups.
	Here is a capsule history of the Shepherding/Discipleship Movement in
the Churches of Christ (i.e. Crossroads/Boston):

	I could trace the Movement back as far as 1800, and indeed some of its
roots go back that far, but these were really ""influences"" on the Movement,
and not the actual movement, per se.
	I will start in c.1920.
	In that day, there were 'white' churches and 'colored' churches in
nearly every area (due to segregation).  Modern Pentecostalism was developing
as a predominantly 'colored' phenomenon.  Here, there was great fanaticism,
emphasis on emotional experiences, and belief in a personal guidance and
indwelling of the Holy Spirit.
	Many 'white' Protestant churches were growing into what became known
as conservative fundamentalism.  By the 1940s, the evangelical movement was
in full swing, and many groups were becoming part of it.
	When the civil rights movement grew stronger (in the 1950's and 
1960's),
many 'white' church groups began to be influenced by the 'black' churches and
by what was going on there.  This spread started in the most liberal of groups
and spread to the more conservative ones by the late '60's.  In 1969, even the
Catholic Church was displaying evidence of influence by the other 
groups...still
evident today.

	The Churches of Christ are (and were) a very conservative Protestant
group.  When the influence from outside began to reach the CofC in c.1965, it
was generally not appreciated.  Conservative groups are very strongly 
resistant
to change, and the new movement was VERY different from the CofC status quo.
	The magazines put out at that time by CofC folks tell the story as it
unfolds.  New ideas came into the CofC.  There was a big push to reach out to
college students, young adults, and teens.  Some called this the Campus 
Evangel-
ism Movement.  Emotions, generally not highly regarded in the CofC at large,
played a more important role in the new movement.  In some places, people 
began
to speak in tongues (as their Pentecostal predecessors did).
	This was met with extreme criticism from within the Churches of 
Christ.
In some places, people were fired from their jobs for speaking in tongues or 
for
advocating the ""Holy Spirit Movement"", another name for the new branch.  The
term ""Underground Church of Christ"" also came into use because these people 
had
to hide their differences (or they might be ostricised).
	There were several congregations, however, whose leaderships were
receptive to the new ideas (at least in part; the tongues-speaking never 
really
caught on).  One of these was the 14th Street Church of Christ in Gainesville,
FL.  Campus Ministry had already been regarded as important at 14th Street, 
and
the new ideas seemed to be very helpful tools for evangelism.  They also 
seemed
to put vitality into the church, which many felt had been lacking.
	In October of 1967, the 14th Street congregation hired Chuck Lucas to
be its Campus Minister.  By 1970, he would move to being the congregation's
(lead) Minister.  In the late 60's/early 70's, the congregation worked with 
many
other groups.  They held Bible discussions at Daytona Beach during Spring 
Break.
They organized talks in the fraternities on the University of Florida campus.
They also worked with UF sports people.
	In 1972, the congregation ordered a larger building to be constructed.
When it was finished, the group moved and changed its name (now no longer
appropriate).  It became the Crossroads Church of Christ from then on, a name
that would become legendary.

	By this time, Crossroads was basically the only CofC whose programs
were fully aligned to the new movement.  While they didn't start it, they 
continued it and were responsible for where it wound up going.
	By 1975, none of the other Churches of Christ in the area felt that
they could cooperate with Crossroads, due to what they recognized as doctrinal
problems at Crossroads.
	Crossroads had begun to heavily emphasize, and later require 
attendance
at all church functions.  It was seen as a good thing for each member to have
at least one close relationship, a person with whom you would share all of
your problems, pray, and get help from.  The concept was called Prayer 
Partners,
which later became Discipleship Partners and also later became mandatory.  The
leadership was assigning prayer partners to people for a while.
	The book called ""The Master Plan of Evangelism"" was a strong influence
on Chuck Lucas.  He (and the group) believed that it was every person's duty
and life purpose to carry out the great commission.  Crossroads was growing
in number, and numbers became VERY important (some would say all-important).
	A person who ""was evangelistic"" was ""spiritual"".  Evangelism meant
inviting people to Crossroads events; if you did this a lot and some of them
converted, then you were ""spiritual"".  There were sermons about how if you
bought groceries, the cashier and bag boy ought to receive invitations to
services.  Everyone at your job ought to receive invitations.  Since these
people needed Jesus, you should be ""aggressive""--don't take 'no' for an
answer.
	If you did not evangelize enough, you came to be called ""lazy"" or
""unspiritual"".
	By the end of the decade, the Prayer Partner system was integrated 
into
a structure.  The Elders and Ministers were on top (like a big pyramid).  Then
the group leaders, Bible study leaders, and members.  Everyone who came in had
someone placed over them.
	It is at this time, 1978-1980, that the bad press about Crossroads
began to circulate.  The problem with rape on the University of Florida campus
was tremendous, but Crossroads was considered a bigger and more immediate
problem.  There were many complaints about the congregation and its ""pushy""
evangelistic tactics.  Crossroads was considering the other Churches of Christ
to be ""dead"" churches, which aggravated them; it was aggressively recruiting
out of the other church groups (denominations), which aggravated THEM.

	By this time, Crossroads had grown numerically to the point (1100)
where not only did they believe that they would soon need a new building, but
also they were sending out ""planting"" [create a new church] and 
""reconstructing""
[reorganize an existing church] teams to other cities.  By this time, the
Crossroads Movement was underway.
	A group was sent to the 30-member Lexington Church of Christ in 
Boston,
MA.  The team was headed up by Kip McKean, who had been converted out of a
fraternity by Crossroads (in Gainesville).  Kip held a still stronger view of
church authority, which he believed was heavily vested in the Evangelist(s),
and not so much in the Elders.  He had been fired in 1977 from the 
congregation
that he had been working at when the elders there found numerous things wrong
with his theology, including the practice of what came to be called one-over-
one
Christianity.  [Called this by critics]
	In the first year, half of the 30 people felt that they did not want 
to
be a part of the new congregation.  They left.  But others began coming into
the new Boston Church of Christ.
	Ah, but I'm ahead of myself.
	At Crossroads, the heavy-handed system had begun to take its toll on
the members.  Many have said that they felt that they were working hard, but
they were not achieving the results that were so important.  The numbers were
dropping.  From 1978, Crossroads membership declined steadily.  The leadership
began to tighten the reigns on the congregation, who was seen as being largely
""unproductive"" and ""unfruitful"".  The ""fruit"" passages in the NT were 
interpreted
as referring to new converts.  If you were not bearing fruit, said John 15, 
you
would be cast into the fire!  [Boston still teaches this.]
	If you love your neighbor, you'll save his soul (invite him to church
and convert him).  If you're not doing that, you don't love your neighbor.
And if you don't love, you're in danger of backsliding.  The logical arguments
continue in this vein.
	In 1985, Chuck Lucas was fired from his job as minister, due to 
recurring
sins in his life.  These struggles were never revealed to the congregation at
large, although many people outside the congregation had heard about them.  
For
by now, there was very little contact (on a friendship level) between most
Crossroads members and those outside.  [If you have contact, your focus should
be on converting them.  Bring them to a Bible Study.]
	Chuck's replacement was Joe Woods, who was fully supportive of the
Boston system.  As Boston grew in number, they began to offer 'training' 
sessions
for other ministers.  Joe went to Boston to be trained and returned to Cross-
roads ready to emphasize the ""total commitment"" to the church that Boston and
Kip McKean were now emphasizing.  Eventually, in Fall of 1987, the Elders at 
Crossroads (now 2 in number--Dick Whitehead and Bill Hogle) made a decision.
Boston was demanding that all of the other churches in the movement come under
the direction of the church in Boston.  The Elders refused, citing their 
belief
that each church should be autonomous (something true in all non-Boston 
Churches
of Christ).  Perhaps there was also some degree of offense done here, since
Crossroads was no longer the 'example' to the rest of the Movement.  The group
now numbered about 800, while Boston was now larger (in membership).
	The Churches of Christ generally teach that baptism is a necessary
element of salvation.  At Crossroads, they taught what was called 'Lordship'
baptism:  you had to understand the commitment involved before you could be
baptized.  You had to 'count the cost'.  At Boston, they took this a step
further.  If at some time you became ""unproductive"", then your spirituality
was suspect.  People would begin to ask you if you REALLY understood what you
were getting into.  Anyone who said 'no' had their baptism deemed invalid:  
they
hadn't counted the cost properly.  They still had to be baptized.  Others 
called
this ""rebaptism"", and Crossroads didn't approve of this practice.
	When Crossroads announced that it would not follow Boston, many of its
members left Crossroads and went to Movement-related ministries, which were
now called Discipling Ministries.  You were either discipling (evangelizing) 
or
you were ""dead"".  They also used the nickname ""Movement of God"" for a while.
	By Summer of 1988, Crossroads was withdrawn from the Movement and now
stood alone.  They had few to no allies in the mainstream Churches of Christ,
and now none in the Movement.

	Boston, however, continued to chart its course in the direction that
they had been following.  They sent ""reconstruction teams"" to many cities, 
which
usually meant that they split the church there.  They stopped acknowledging 
other
churches of Christ as Christians and began to call themselves the ""remnant"".
The ""remnant"" of the Jews in the OT are those who are saved by God.  It was
felt that the ""remnant"" today represents all the Christians.  Sometimes they
would simply call their Movement ""the church"".
	They usually took the name of the city for their name, implying to the
other Churches of Christ that Boston did not recognize their existence.  Many
campuses have now formally forbidden Boston ministries from recruiting there
due to the number of complaints.  In some cases, it has been documented that
Boston ministries have lied to University officials in order to continue to 
have
access to the campus.  Any resistance that they experience is termed ""perse-
cution"", which all true Christians are expected to experience.  Are you really
a Christian if you're not being persecuted?
	The numbers at Boston peaked at c.3000 in 1989.  Since then, they have
fought to remain steady.  I have heard a tape of Kip McKean shouting at the
leaders for failing to fulfill the Great Commission (their life's purpose) as
God commanded them.  Their Christianity is highly centered on commands and
obedience.

	Crossroads once was called a cult.  Boston is now recognized by the
Cult Awareness Network and other national and international groups as a cult,
under a formal definition, because of the techniques which they employ.  The
term ""cult"" is usually differentiated from ""sect"" by the practice of those
techniques.  The techniques which they employ are recognized by many as being
techniques of destructive pursuasion, also used by other Shepherding
Discipleship groups.  [Robert Jay Lifton, Margaret Thaler Singer, and many
others have written about the topic.]  These techniques include guilt 
motivation,
emotional manipulation, loaded language, the aura of sacred science (a sort
of mystic element seen in everyday events), and others.

	I have no particular axe to grind against the Movement.  I have numer-
ous friends who are still part of the Movement.  I have never had a 'falling
out' with anyone in the Movement.  I disagree with many things which they 
teach.
I recognize the psychological damage done by being involved in such a system.
I hold no loyalty to the mainstream Churches of Christ and do not defend their
mistakes either.
	I want to point out, though, that unlike in many other systems which
are in other ways similar, the Leadership of the Boston Movement are as much
victims of the system as the members.  We do not have a leader who enjoys
manipulating his people.  The leaders believe what they teach, and they feel
accountable for the activites (and spiritual welfare) of the members.  When
members do not evangelize to their expectations, for example, the leaders feel
personally responsible as well.  The leaders are not out for money or power.
They want to evangelize the world in their lifetime.

	I have said too much, but there is much more to say.  There are many
examples I could give and quotes from other sources (including Boston 
bulletins)
that I could include.  But this is too long already.  You may post this if
you so desire.
						Frank D.



",1,soc.religion.christian,doc_01716
"

Who has to consider it?  The being that does the action?  I'm still
not sure I know what you are trying to say.",0,alt.atheism,doc_00052
"
Robin Lane Fox is a historian and a gardener.  He has written several
history books, perhaps a recent one you might remember is ""The Search
for Alexander"".  He has also written or edited several books on
gardening.",1,soc.religion.christian,doc_00485
":P>My atheism is incidental, and the question of ""God"" is trivial.
:P
:P>But........
:P
:P>It matters a great deal to me when idiots try to force their belief on me,
:P>when they try to enforce their creation myths to be taught as scientific
:P>fact in school, when they tell me I can have no morals because morals are
:P>from ""God"", when a successful presidential candidate says that an atheist
:P>shouldn't be considered a citizen and couldn't be patriotic because ""after
:P>all this is one nation under God"", when the fundies try to take over the
:P>party that may well provide the next President of The United States of
:P>America so that they can force their beliefs on the rest of the country,
:P>et cetera..........
:P
:P>That's why I subscribe to alt.atheism.
:P
:P>And in the middle of this, people who aren't mind readers pop up on
:P>alt.atheism to tell me what I do or don't believe, or to concoct some
:P>straw-man reason why I don't share their particular belief.
:P
:P>You think I should just accept this?
:P
:P>This isn't particularly a dig at fundamentalist christians. I have been
:P>told on alt.atheism that I reject Allah because I am too proud to embrace
:P>islam, and that I reject Krishna because my eyes are closed. But most of
:P>the religious nuts who post on alt.atheism are some kind of militant
:P>christian who can't accept that others don't share their beliefs. This
:P>kind of stuff should be kept on talk.religion.misc, where it belongs.
:P
:P>ATHEISM ISN'T A BELIEF, IT'S THE ABSENCE OF BELIEF IN ANY GODS.
:P>                                 -------
:P
:P>Do you have a problem with this?
:P
:P>>
:P>>Bill
:PFirst, I would like to say that atheism is in fact a belief.  It is a beilief
:Pbecause a belief in something you hold to with ador and faith.  An atheist says there are no gods.  This cannot be proven. therefore you are excepting this on
:Pfaith alone.  That is a belief.  Secondly, you complain so much about how the 
:Pfundamental christians are trying to force their beliefs on you, but you don't
:Pmention anything about how the atheists, such as; Madamme Murry O'hare(founder
:Pof the Atheists Association in Austin Texas), and Robert Sherman(from the       Chicago area) have been trying to force their beliefs on everyone by trying to  get rid of God from our society by banning religious paintings from parks during Chistmas,  forcing cities to change their town seals if there is any mention of God in it (like Sherman has done), or trying to get the slogan ""In God We Trust"" off of the American currency? You also talk about creation ""myths"" as if they are in fact myths and tha
:P
:P
:P 
:Phave concrete evidece of this.  You probably
:Pdon't and that just enforces my point that your atheism is just as much belief as my christianity.  If this is not so please do show me why it isn't.  
:PMark Covalt 

The only real problem I have with the argument of christianity is that they seem to ignore their origin that being Asiatic in origin.  As soon as christians become the 
good non ego-centric Buddhists they are supposed to be, then I might listen.",0,alt.atheism,doc_01306
"Does anyone know whether the _Acta Sanctorum_, the huge multi-volume collection
of Roman Catholic hagiography produced by the Bollandists, has ever been
translated into English?  I'm working on the _Vita S. Dympnae_ and would love
to be able to check my own translation against somebody else's.  

Email replies preferred, unless this query turns out to be of general interest.
",1,soc.religion.christian,doc_01257
"





Okay, I see smilies, so this isn't supposed to be a serious post.
On the other hand, I would suppose it does has some motivation behind
it. Apparently the idea is to poke fun at religion, but there is 
presumably some sort of reasoning behind it. As an argument, this 
statement is worthless. Presuming the Qur'an is a perfect religious 
text (whatever that might be) there is still plenty of room for 
disagreement about its implications for issues far from essentials.

I've already responded to the question of how a judgment might be made
between two people who in fact _do_ disagree about Islam, which doesn't
presume anything about the Qur'an other than its having sufficient
clarity for all important disputes about the basic principles of
Islam. This hardly constitutes a claim that no two people could have
disagreements about _all_ issues relevant to Islam.
",0,alt.atheism,doc_00745
"["">""= Mark, "">>""= mp]



    I am sorry you find these charges amusing, Mark. I understand your
frustration though--it can be kind of scary to find your assumptions
challenged. Some of the specific cultural interference to which I refer
includes linguistic manipulation, for instance, their Tzotzil-Spanish
dictionary removed both Spanish and Tzotzil words for concepts which are
threatening to the ruling ideology, e.g., class, conquer, exploitation,
repression, revolution, and described words which can express
ideological concepts in examples like ""Boss--the boss is good. He treats
us well and pays us a good wage."" As some of my students would say,
""NOT!""  
     Your tone implies that you are unlikely to believe me--indeed, why
should you? If you are interested enough to do some further research
though, and you sound as if you are, here are some references for you.
 
Stoll, David. _Fishers of Men or Founders of Empire? The Wycliffe Bible
Translators in Latin America_.
_Sectas y Religiosidad en America Latina_.
_Los Angeles Times_, Dec. 11. 1977.
_Latin America Press_, May 19, 1983.
_Washington Times_, June 22, 1984.

     Happy hunting.",1,soc.religion.christian,doc_01690
"
Most likely the tragic situation in Bosnia is a combination of ethnical
and religious motives, where religion is just one attribute that separates
the groups from each other.

But I must agree that the sad saga in Bosnia is a terrible example
of a case where religion is not helping, instead it is used as a weapon
against other humans. And my sympathies are mostly on the Bosnian side,
it looks like the Serbs are the oppressors, willing to use even
Christianity as a weapon against their former friends.

Cheers,
Kent",0,alt.atheism,doc_01091
"


Well, most hangings are very quick and, I imagine, painless.


And, hangings and firing squads are allowed today, too.  And, if these
things were not considered cruel, then surely a medical execution
(painless) would not be, either.",0,alt.atheism,doc_00999
